Name,Type,State,City,Zip,Region,isPublic,Institution_Control,Photo,Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
Monroe University,regional-universities-north,NY,Bronx,11468,north,True,proprietary,https://www.usnews.com/dims4/USNEWS/48c2b10/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe8%2F8b%2F454b2b4f4d6b9774a1c5733187e2%2F1.MonroeCOllegeStudents%3AAdiTalwar.jpg,66,N/A,83,66,18464,2.5,N/A,N/A,6400,N/A,N/A,25128.0,N/A,N/A,"Monroe University is a proprietary institution that was founded in 1933. It has a total undergraduate enrollment of 6,400 (fall 2023), and the setting is city. It utilizes a semester-based academic calendar. Monroe University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #66. Its tuition and fees are $18,464."
Montana State University,national-universities,MT,Bozeman,59717,N/A,True,public,https://www.usnews.com/dims4/USNEWS/9db8bd0/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe4%2F3f15b8579684f5917c648d322d3504%2Fcollege-photo_34544.jpg,296,20,N/A,73,N/A,N/A,2.3,N/A,14625,2.6,1070,N/A,1070-1290,20-27,"Montana State University is a public institution that was founded in 1893. It has a total undergraduate enrollment of 14,625 (fall 2022), and the campus size is 956 acres.  Montana State University's ranking in the 2025 edition of Best Colleges is National Universities, #296. "
Montana State University Billings,regional-universities-west,MT,Billings,59101,west,True,public,https://www.usnews.com/dims4/USNEWS/984e40e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F5b%2F2c48900750e161ed859a4e0fe93b87%2Fcollege-photo_23508.jpg,-1,17,N/A,100,22691,3.3,N/A,N/A,3765,2.2,N/A,N/A,N/A,17-23,"Montana State University Billings is a public institution that was founded in 1927. It has a total undergraduate enrollment of 3,765 (fall 2023), and the campus size is 168 acres. It utilizes a semester-based academic calendar. Montana State University Billings' ranking in the 2025 edition of Best Colleges is Regional Universities West, #105-115. Its in-state tuition and fees are $7,220; out-of-state tuition and fees are $22,691."
Montana State University Northern,regional-colleges-west,MT,Havre,59501,west,True,public,N/A,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1105,N/A,N/A,N/A,N/A,N/A,"Montana State University Northern is a public institution.   Montana State University Northern's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #22. "
Montana Technological University,regional-universities-west,MT,Butte,59701,west,True,public,https://www.usnews.com/dims4/USNEWS/0c9c5df/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F2b%2F0403497ed9fd799c2d553bc033896d%2Fcollege-photo_9290.jpg,35,18,24,89,26147,3.6,2.7,N/A,2134,N/A,1060,34338.0,1060-1250,18-25,"Montana Technological University is a public institution that was founded in 1893. It has a total undergraduate enrollment of 2,134 (fall 2023), and the campus size is 108 acres. It utilizes a semester-based academic calendar. Montana Technological University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #35. Its in-state tuition and fees are $8,342; out-of-state tuition and fees are $26,147."
Montclair State University,national-universities,NJ,Montclair,07043,N/A,True,public,https://www.usnews.com/dims4/USNEWS/6efe4b2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F01%2F47a810c90d878753143c211f4e7246%2F090721_7586_Students_Campus.jpg,152,N/A,3,87,26022,3.4,N/A,N/A,18062,2.3,940,42041.0,940-1220,N/A,"Montclair State University is a public institution that was founded in 1908. It has a total undergraduate enrollment of 18,062 (fall 2023), its setting is suburban, and the campus size is 486 acres. It utilizes a semester-based academic calendar. Montclair State University's ranking in the 2025 edition of Best Colleges is National Universities, #152. Its in-state tuition and fees are $15,912; out-of-state tuition and fees are $26,022."
Montreat College,regional-colleges-south,NC,Montreat,28757,south,True,private,N/A,62,N/A,N/A,68,N/A,N/A,N/A,N/A,820,N/A,N/A,N/A,N/A,N/A,"Montreat College is a private institution that was founded in 1916. It has a total undergraduate enrollment of 820 (fall 2022), and the campus size is 89 acres.  Montreat College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #62. "
Montserrat College of Art,regional-colleges-north,MA,Beverly,01915,north,True,private,N/A,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,296,N/A,N/A,N/A,N/A,N/A,"Montserrat College of Art is a private institution that was founded in 1970.   Montserrat College of Art's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #28. "
Moody Bible Institute,faith,IL,Chicago,60610,N/A,True,private,N/A,-2,N/A,N/A,94,N/A,N/A,N/A,N/A,1753,N/A,N/A,N/A,N/A,N/A,"Moody Bible Institute is a private institution that was founded in 1886. It has a total undergraduate enrollment of 1,753 (fall 2022), and the campus size is 18 acres.   "
Moore College of Art & Design,specialty-arts,PA,Philadelphia,19103,N/A,True,private,https://www.usnews.com/dims4/USNEWS/cdb54a4/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F16%2F32f1b63db5bcbcd85bcdc933451d60%2Fcollege-photo_21033.jpg,-2,N/A,N/A,53,N/A,N/A,N/A,N/A,355,N/A,N/A,N/A,N/A,N/A,"Moore College of Art & Design is a private institution that was founded in 1848. It has a total undergraduate enrollment of 355 (fall 2022), and the campus size is 4 acres.   "
Moravian University,regional-universities-north,PA,Bethlehem,18018,north,True,private,https://www.usnews.com/dims4/USNEWS/9f03137/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F38%2F786b09343b629d82e5721d1abb2852%2Fcollege-photo_15873.jpg,37,24,82,54,53500,3.6,N/A,N/A,2006,N/A,1060,37586.0,1060-1230,24-28,"Moravian University is a private institution that was founded in 1742. It has a total undergraduate enrollment of 2,006 (fall 2023), and the campus size is 85 acres. It utilizes a semester-based academic calendar. Moravian University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #37. Its tuition and fees are $53,500."
Morehead State University,regional-universities-south,KY,Morehead,40351,south,True,public,https://www.usnews.com/dims4/USNEWS/a24ee7c/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe2%2F3813008c8ec13a943f0f640df8abf9%2Fcollege-photo_22358.jpg,33,19,33,82,14980,3.4,N/A,N/A,8059,2.2,1040,22973.0,1040-1240,19-25,"Morehead State University is a public institution that was founded in 1887. It has a total undergraduate enrollment of 8,059 (fall 2023), its setting is rural, and the campus size is 1,490 acres. It utilizes a semester-based academic calendar. Morehead State University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #33. Its in-state tuition and fees are $10,024; out-of-state tuition and fees are $14,980."
Morehouse College,national-liberal-arts-colleges,GA,Atlanta,30314,N/A,True,private,https://www.usnews.com/dims4/USNEWS/79553fe/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fae%2Fce%2F5beca08e4b6f8be912de589c8851%2Freduced-1.jpg,95,19,70,52,32893,3.5,N/A,N/A,2738,2.5,N/A,28972.0,N/A,19-23,"Morehouse College is a private institution that was founded in 1867. It has a total undergraduate enrollment of 2,738 (fall 2023), its setting is urban, and the campus size is 66 acres. It utilizes a semester-based academic calendar. Morehouse College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #95. Its tuition and fees are $32,893."
Morgan State University,national-universities,MD,Baltimore,21251,N/A,True,public,N/A,342,17,N/A,85,19124,N/A,2.2,N/A,8300,2.3,860,N/A,860-1070,17-21,"Morgan State University is a public institution that was founded in 1867. It has a total undergraduate enrollment of 8,300 (fall 2023), and the campus size is 175 acres.  Morgan State University's ranking in the 2025 edition of Best Colleges is National Universities, #342. Its in-state tuition and fees are $8,229; out-of-state tuition and fees are $19,124."
Morningside University,regional-universities-midwest,IA,Sioux City,51106,midwest,True,private,https://www.usnews.com/dims4/USNEWS/5dd95ff/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F72%2Fbb290b9361803a6c6471f25cde5037%2Fcollege-photo_28814.jpg,116,N/A,N/A,71,N/A,N/A,N/A,N/A,1186,N/A,N/A,N/A,N/A,N/A,"Morningside University is a private institution that was founded in 1894. It has a total undergraduate enrollment of 1,186 (fall 2022), and the campus size is 69 acres.  Morningside University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #116. "
Morris College,regional-colleges-south,SC,Sumter,29150,south,True,private,N/A,83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,384,N/A,N/A,N/A,N/A,N/A,"Morris College is a private institution that was founded in 1908.   Morris College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #83. "
Mount Aloysius College,regional-colleges-north,PA,Cresson,16630,north,True,private,https://www.usnews.com/dims4/USNEWS/c6ae968/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1e%2Fecec63a9902caf6dd64d6b8b4b9e3a%2Fcollege-photo_5596.jpg,27,N/A,N/A,86,N/A,N/A,N/A,N/A,2720,N/A,940,N/A,940-1110,N/A,"Mount Aloysius College is a private institution that was founded in 1853. It has a total undergraduate enrollment of 2,720 (fall 2022), and the campus size is 165 acres.  Mount Aloysius College's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #27. "
Mount Angel Seminary,faith,OR,St. Benedict,97373,N/A,True,private,N/A,-2,N/A,N/A,100,N/A,N/A,N/A,N/A,33,N/A,N/A,N/A,N/A,N/A,Mount Angel Seminary is a private institution.    
Mount Carmel College of Nursing,health,OH,Columbus,43222,N/A,True,private,N/A,-2,N/A,N/A,63,N/A,N/A,N/A,N/A,628,N/A,N/A,N/A,N/A,N/A,Mount Carmel College of Nursing is a private institution.    
Mount Holyoke College,national-liberal-arts-colleges,MA,South Hadley,01075,N/A,True,private,https://www.usnews.com/dims4/USNEWS/4c01fb1/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F7b%2F41%2F6bb3fa3247bc880134c8503b8680%2F190823mount-holyoke-college0.jpg,34,31,65,38,67018,3.9,N/A,N/A,2209,N/A,1350,32402.0,1350-1500,31-33,"Mount Holyoke College is a private institution that was founded in 1837. It has a total undergraduate enrollment of 2,209 (fall 2023), its setting is suburban, and the campus size is 800 acres. It utilizes a semester-based academic calendar. Mount Holyoke College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #34. Its tuition and fees are $67,018."
Mount Marty University,regional-universities-midwest,SD,Yankton,57078,midwest,True,private,https://www.usnews.com/dims4/USNEWS/ff1b4d5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F8a%2F7b2aad9272aa09c1528c6620e85b6e%2Fcollege-photo_30839.jpg,109,18,N/A,48,34600,3.6,N/A,N/A,1096,N/A,N/A,N/A,N/A,18-23,"Mount Marty University is a private institution that was founded in 1936. It has a total undergraduate enrollment of 1,096 (fall 2023), and the campus size is 80 acres.  Mount Marty University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #109. Its tuition and fees are $34,600."
Mount Mary University,regional-universities-midwest,WI,Milwaukee,53222,midwest,True,private,https://www.usnews.com/dims4/USNEWS/217c93a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F93%2F550b43a69860876c07f2591422afd7%2Fcollege-photo_6738.jpg,60,16,92,67,35420,3.2,N/A,N/A,777,N/A,N/A,28436.0,N/A,16-24,"Mount Mary University is a private institution that was founded in 1913. It has a total undergraduate enrollment of 777 (fall 2023), its setting is urban, and the campus size is 80 acres. It utilizes a semester-based academic calendar. Mount Mary University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #60. Its tuition and fees are $35,420."
Mount Mercy University,regional-universities-midwest,IA,Cedar Rapids,52402,midwest,True,private,https://www.usnews.com/dims4/USNEWS/836ad59/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F0d%2F1d1cd821f9b8813823f89d46358539%2Fcollege-photo_31746.jpg,60,18,50,79,40878,N/A,N/A,N/A,1135,N/A,N/A,44551.0,N/A,18-24,"Mount Mercy University is a private institution that was founded in 1928. It has a total undergraduate enrollment of 1,135 (fall 2023), its setting is suburban, and the campus size is 45 acres. It utilizes a semester-based academic calendar. Mount Mercy University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #60. Its tuition and fees are $40,878."
Mount Saint Mary's University,regional-universities-west,CA,Los Angeles,90049,west,True,private,https://www.usnews.com/dims4/USNEWS/169da36/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F36%2Fbcba90340c8a64640740da9148a39f%2Fcollege-photo_8400.jpg,20,N/A,86,69,49564,3.4,N/A,N/A,1768,N/A,N/A,38652.0,N/A,N/A,"Mount Saint Mary's University is a private institution that was founded in 1925. It has a total undergraduate enrollment of 1,768 (fall 2023), its setting is urban, and the campus size is 72 acres. It utilizes a semester-based academic calendar. Mount Saint Mary's University's ranking in the 2025 edition of Best Colleges is Regional Universities West, #20. Its tuition and fees are $49,564."
Mount St. Joseph University,national-universities,OH,Cincinnati,45233,N/A,True,private,https://www.usnews.com/dims4/USNEWS/51fadd5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fb4%2F64%2Fcb0b70904c19bcb39335a167e224%2F343-dsc-1963-hero.jpg,342,17,N/A,57,38150,3.5,N/A,N/A,1460,N/A,880,N/A,880-1083,17-24,"Mount St. Joseph University is a private institution that was founded in 1920. It has a total undergraduate enrollment of 1,460 (fall 2023), its setting is city, and the campus size is 92 acres. It utilizes a semester-based academic calendar. Mount St. Joseph University's ranking in the 2025 edition of Best Colleges is National Universities, #342. Its tuition and fees are $38,150."
Mount St. Mary College,regional-universities-north,NY,Newburgh,12550,north,True,private,https://www.usnews.com/dims4/USNEWS/27b6a31/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F54%2Fc7%2F8fd7353045ad94d83d79ac329dfc%2F190822mount-st-mary-college0.jpeg,84,N/A,N/A,82,43450,3.4,N/A,N/A,1897,N/A,1090,N/A,1090-1255,N/A,"Mount St. Mary College is a private institution that was founded in 1959. It has a total undergraduate enrollment of 1,897 (fall 2023), and the campus size is 60 acres. It utilizes a semester-based academic calendar. Mount St. Mary College's ranking in the 2025 edition of Best Colleges is Regional Universities North, #84. Its tuition and fees are $43,450."
Mount St. Mary's University,regional-universities-north,MD,Emmitsburg,21727,north,True,private,https://www.usnews.com/dims4/USNEWS/6070b3d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F51%2Fdc91417c510c7d3aa89b13e06a5105%2Fcollege-photo_12697.jpg,81,19,68,72,48630,3.4,N/A,N/A,1873,N/A,1030,29690.0,1030-1280,19-23,"Mount St. Mary's University is a private institution that was founded in 1808. It has a total undergraduate enrollment of 1,873 (fall 2023), and the campus size is 1,500 acres. It utilizes a semester-based academic calendar. Mount St. Mary's University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #81. Its tuition and fees are $48,630."
Mount Vernon Nazarene University,regional-universities-midwest,OH,Mount Vernon,43050,midwest,True,private,https://www.usnews.com/dims4/USNEWS/a3ab086/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9f%2F92b823320a3d5f2cd969316cb082ec%2Fcollege-photo_2474.jpg,73,18,N/A,85,N/A,N/A,< 2.0,N/A,1628,N/A,963,N/A,963-1228,18-25,"Mount Vernon Nazarene University is a private institution that was founded in 1968. It has a total undergraduate enrollment of 1,628 (fall 2022), and the campus size is 327 acres.  Mount Vernon Nazarene University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #73. "
Muhlenberg College,national-liberal-arts-colleges,PA,Allentown,18104,N/A,True,private,https://www.usnews.com/dims4/USNEWS/b62159e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff1%2Fc7e58b37b82010d0b2f1decc4dade0%2Fcollege-photo_30682.jpg,71,28,66,64,62805,3.6,N/A,N/A,1788,N/A,1230,33351.0,1230-1400,28-31,"Muhlenberg College is a private institution that was founded in 1848. It has a total undergraduate enrollment of 1,788 (fall 2023), its setting is urban, and the campus size is 75 acres. It utilizes a semester-based academic calendar. Muhlenberg College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #71. Its tuition and fees are $62,805."
Murray State University,regional-universities-south,KY,Murray,42071,south,True,public,https://www.usnews.com/dims4/USNEWS/dd6766e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F04%2Ffb6bbc7fcf4aeee0cdc7c462eacd6e%2Fcollege-photo_28817.jpg,20,19,63,86,10452,3.6,2.4,N/A,8111,2.1,940,16711.0,940-1190,19-26,"Murray State University is a public institution that was founded in 1922. It has a total undergraduate enrollment of 8,111 (fall 2023), its setting is rural, and the campus size is 253 acres. It utilizes a semester-based academic calendar. Murray State University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #20. Its in-state tuition and fees are $9,900; out-of-state tuition and fees are $10,452."
Muskingum University,regional-universities-midwest,OH,New Concord,43762,midwest,True,private,https://www.usnews.com/dims4/USNEWS/5849c1b/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F55%2F9048588793943b26875a29ba0b03bd%2Fcollege-photo_24590.jpg,43,17,82,82,32665,3.5,< 2.0,N/A,1524,N/A,900,22897.0,900-1120,17-22,"Muskingum University is a private institution that was founded in 1837. It has a total undergraduate enrollment of 1,524 (fall 2023), and the campus size is 245 acres. It utilizes a semester-based academic calendar. Muskingum University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #43. Its tuition and fees are $32,665."
